id,source
ParlaMint-NO_2000-04-13-2,s000413k
ParlaMint-NO_1999-12-07,s991207
ParlaMint-NO_2000-02-15-lower,o000215
ParlaMint-NO_2000-05-16-lower,o000516
ParlaMint-NO_2000-03-02-2,s000302k
ParlaMint-NO_1999-10-19,s991019
ParlaMint-NO_2000-05-02-2,s000502k
ParlaMint-NO_1999-12-17,s991217
ParlaMint-NO_1999-10-02,s991002
ParlaMint-NO_2000-04-04,s000404
ParlaMint-NO_1999-11-04-upper,l991104
ParlaMint-NO_2000-05-02,s000502
ParlaMint-NO_2000-02-17,s000217
ParlaMint-NO_2000-06-09-upper,l000609
ParlaMint-NO_1999-11-30-lower-2,o991130k
ParlaMint-NO_2000-05-09-2,s000509k
ParlaMint-NO_1999-10-13,s991013
ParlaMint-NO_2000-05-04,s000504
ParlaMint-NO_2000-01-27-2,s000127k
ParlaMint-NO_2000-04-11,s000411
ParlaMint-NO_2000-09-28,s000928
ParlaMint-NO_2000-05-09-lower-2,o000509k
ParlaMint-NO_1999-10-26,s991026
ParlaMint-NO_1999-10-20,s991020
ParlaMint-NO_1999-12-14-lower,o991214
ParlaMint-NO_2000-06-05-lower-2,o000605k
ParlaMint-NO_1999-12-16,s991216
ParlaMint-NO_1999-10-27,s991027
ParlaMint-NO_2000-05-10,s000510
ParlaMint-NO_2000-06-05-lower,o000605
ParlaMint-NO_2000-03-09,s000309
ParlaMint-NO_1999-12-15,s991215
ParlaMint-NO_2000-02-01-lower,o000201
ParlaMint-NO_2000-04-14-upper,l000414
ParlaMint-NO_2000-05-30-lower,o000530
ParlaMint-NO_2000-06-13-lower-2,o000613k
ParlaMint-NO_1999-10-01-upper,l991001
ParlaMint-NO_2000-03-07-lower,o000307
ParlaMint-NO_2000-04-05,s000405
ParlaMint-NO_1999-12-02,s991202
ParlaMint-NO_2000-02-02,s000202
ParlaMint-NO_2000-03-07-upper-2,l000307k
ParlaMint-NO_2000-05-19,s000519
ParlaMint-NO_1999-12-09-upper,l991209
ParlaMint-NO_1999-12-02-upper,l991202
ParlaMint-NO_1999-10-19-upper,l991019
ParlaMint-NO_1999-11-16-lower-2,o991116k
ParlaMint-NO_2000-02-09,s000209
ParlaMint-NO_1999-11-25,s991125
ParlaMint-NO_1999-11-26,s991126
ParlaMint-NO_1999-12-09,s991209
ParlaMint-NO_2000-05-31,s000531
ParlaMint-NO_2000-02-03,s000203
ParlaMint-NO_1999-11-30-lower,o991130
ParlaMint-NO_1999-11-16-lower,o991116
ParlaMint-NO_1999-12-14,s991214
ParlaMint-NO_2000-05-24,s000524
ParlaMint-NO_2000-06-06,s000606
ParlaMint-NO_2000-03-28,s000328
ParlaMint-NO_2000-06-05,s000605
ParlaMint-NO_2000-01-12,s000112
ParlaMint-NO_2000-03-08,s000308
ParlaMint-NO_2000-06-07,s000607
ParlaMint-NO_1999-10-28,s991028
ParlaMint-NO_1999-11-24,s991124
ParlaMint-NO_1999-12-21,s991221
ParlaMint-NO_2000-05-02-lower-2,o000502k
ParlaMint-NO_1999-11-16,s991116
ParlaMint-NO_2000-02-22,s000222
ParlaMint-NO_1999-11-25-2,s991125k
ParlaMint-NO_1999-12-16-lower,o991216
ParlaMint-NO_1999-12-07-2,s991207k
ParlaMint-NO_2000-01-19,s000119
ParlaMint-NO_2000-01-20-lower,o000120
ParlaMint-NO_2000-04-11-upper,l000411
ParlaMint-NO_1999-10-26-lower,o991026
ParlaMint-NO_2000-06-16,s000616
ParlaMint-NO_2000-03-30,s000330
ParlaMint-NO_2000-02-16,s000216
ParlaMint-NO_2000-05-26-lower,o000526
ParlaMint-NO_2000-02-15,s000215
ParlaMint-NO_2000-04-04-2,s000404k
ParlaMint-NO_1999-10-13-2,s991013k
ParlaMint-NO_2000-09-28-upper,l000928
ParlaMint-NO_2000-01-26,s000126
ParlaMint-NO_2000-05-03,s000503
ParlaMint-NO_2000-01-11,s000111
ParlaMint-NO_2000-06-06-upper-2,l000606k
ParlaMint-NO_2000-03-29,s000329
ParlaMint-NO_1999-12-03,s991203
ParlaMint-NO_2000-04-04-lower,o000404
ParlaMint-NO_2000-05-18-lower-2,o000518k
ParlaMint-NO_2000-03-28-lower,o000328
ParlaMint-NO_2000-03-23,s000323
ParlaMint-NO_1999-10-06,s991006
ParlaMint-NO_2000-03-28-upper,l000328
ParlaMint-NO_2000-09-28-lower,o000928
ParlaMint-NO_2000-06-09-lower,o000609
ParlaMint-NO_2000-05-26,s000526
ParlaMint-NO_2000-02-17-upper,l000217
ParlaMint-NO_1999-12-08,s991208
ParlaMint-NO_2000-03-23-lower-2,o000323k
ParlaMint-NO_2000-02-08,s000208
ParlaMint-NO_2000-05-25-upper,l000525
ParlaMint-NO_2000-06-16-lower,o000616
ParlaMint-NO_1999-12-14-2,s991214k
ParlaMint-NO_2000-06-14,s000614
ParlaMint-NO_2000-01-20,s000120
ParlaMint-NO_1999-11-23-2,s991123k
ParlaMint-NO_2000-06-13-2,s000613k
ParlaMint-NO_2000-06-08,s000608
ParlaMint-NO_2000-05-18-2,s000518k
ParlaMint-NO_2000-06-15-2,s000615k
ParlaMint-NO_2000-05-25-lower,o000525
ParlaMint-NO_2000-06-16-upper-2,l000616k
ParlaMint-NO_2000-05-09,s000509
ParlaMint-NO_1999-11-30,s991130
ParlaMint-NO_1999-12-16-lower-2,o991216k
ParlaMint-NO_2000-02-08-lower,o000208
ParlaMint-NO_1999-10-04,s991004
ParlaMint-NO_1999-12-13-2,s991213k
ParlaMint-NO_2000-02-23,s000223
ParlaMint-NO_2000-02-29,s000229
ParlaMint-NO_1999-11-18-lower,o991118
ParlaMint-NO_2000-05-11-2,s000511k
ParlaMint-NO_2000-02-10,s000210
ParlaMint-NO_2000-06-13,s000613
ParlaMint-NO_2000-01-27,s000127
ParlaMint-NO_2000-04-14,s000414
ParlaMint-NO_1999-12-14-upper,l991214
ParlaMint-NO_2000-03-02,s000302
ParlaMint-NO_1999-12-10,s991210
ParlaMint-NO_1999-10-01,s991001
ParlaMint-NO_2000-05-11-lower-2,o000511k
ParlaMint-NO_2000-02-24-lower,o000224
ParlaMint-NO_1999-10-12-2,s991012k
ParlaMint-NO_2000-03-07-2,s000307k
ParlaMint-NO_1999-12-09-2,s991209k
ParlaMint-NO_2000-03-22,s000322
ParlaMint-NO_2000-04-10,s000410
ParlaMint-NO_2000-03-07,s000307
ParlaMint-NO_1999-12-20-2,s991220k
ParlaMint-NO_1999-10-21-lower,o991021
ParlaMint-NO_2000-06-08-lower,o000608
ParlaMint-NO_1999-12-13,s991213
ParlaMint-NO_1999-12-21-lower,o991221
ParlaMint-NO_2000-05-11,s000511
ParlaMint-NO_1999-10-12,s991012
ParlaMint-NO_2000-06-14-2,s000614k
ParlaMint-NO_1999-12-20-upper,l991220
ParlaMint-NO_2000-02-24-upper,l000224
ParlaMint-NO_1999-11-04,s991104
ParlaMint-NO_2000-06-15,s000615
ParlaMint-NO_1999-12-17-lower,o991217
ParlaMint-NO_2000-01-28,s000128
ParlaMint-NO_1999-10-19-lower,o991019
ParlaMint-NO_2000-04-12,s000412
ParlaMint-NO_2000-05-25,s000525
ParlaMint-NO_1999-12-06,s991206
ParlaMint-NO_2000-04-11-lower,o000411
ParlaMint-NO_2000-05-30,s000530
ParlaMint-NO_2000-06-13-upper,l000613
ParlaMint-NO_1999-11-02,s991102
ParlaMint-NO_2000-06-09,s000609
ParlaMint-NO_1999-11-18,s991118
ParlaMint-NO_1999-12-20,s991220
ParlaMint-NO_1999-11-17,s991117
ParlaMint-NO_2000-03-09-2,s000309k
ParlaMint-NO_1999-11-23,s991123
ParlaMint-NO_2000-05-18,s000518
ParlaMint-NO_1999-12-01,s991201
ParlaMint-NO_2000-06-06-2,s000606k
ParlaMint-NO_1999-10-01-lower,o991001
ParlaMint-NO_2000-04-13,s000413
ParlaMint-NO_1999-10-21,s991021
ParlaMint-NO_1999-12-07-lower-2,o991207k
ParlaMint-NO_1999-11-03,s991103
ParlaMint-NO_2000-05-16,s000516
ParlaMint-NO_2000-03-23-2,s000323k
ParlaMint-NO_2000-03-01,s000301
ParlaMint-NO_2000-02-23-2,s000223k
ParlaMint-NO_2000-06-06-lower,o000606
ParlaMint-NO_2014-10-21,s141021
ParlaMint-NO_2015-02-12,s150212
ParlaMint-NO_2014-10-06,s141006
ParlaMint-NO_2015-06-16,s150616
ParlaMint-NO_2015-04-30,s150430
ParlaMint-NO_2014-12-01,s141201
ParlaMint-NO_2014-11-18,s141118
ParlaMint-NO_2014-10-07,s141007
ParlaMint-NO_2015-04-28,s150428
ParlaMint-NO_2015-06-05,s150605
ParlaMint-NO_2014-12-08,s141208
ParlaMint-NO_2015-04-09,s150409
ParlaMint-NO_2015-05-27,s150527
ParlaMint-NO_2015-05-26,s150526
ParlaMint-NO_2015-02-03,s150203
ParlaMint-NO_2015-03-03,s150303
ParlaMint-NO_2015-02-17,s150217
ParlaMint-NO_2015-03-19,s150319
ParlaMint-NO_2014-12-10,s141210
ParlaMint-NO_2015-03-12,s150312
ParlaMint-NO_2015-04-08,s150408
ParlaMint-NO_2014-12-15,s141215
ParlaMint-NO_2015-06-11,s150611
ParlaMint-NO_2015-03-04,s150304
ParlaMint-NO_2014-11-04,s141104
ParlaMint-NO_2015-01-07,s150107
ParlaMint-NO_2014-11-26,s141126
ParlaMint-NO_2015-01-13,s150113
ParlaMint-NO_2015-05-28,s150528
ParlaMint-NO_2015-06-19,s150619
ParlaMint-NO_2015-06-18,s150618
ParlaMint-NO_2015-04-14,s150414
ParlaMint-NO_2015-02-10,s150210
ParlaMint-NO_2015-03-24,s150324
ParlaMint-NO_2015-04-07,s150407
ParlaMint-NO_2015-03-17,s150317
ParlaMint-NO_2014-12-05,s141205
ParlaMint-NO_2014-10-01,s141001
ParlaMint-NO_2014-11-11,s141111
ParlaMint-NO_2015-02-18,s150218
ParlaMint-NO_2015-02-05,s150205
ParlaMint-NO_2014-11-05,s141105
ParlaMint-NO_2015-06-01,s150601
ParlaMint-NO_2014-12-04,s141204
ParlaMint-NO_2015-01-28,s150128
ParlaMint-NO_2015-05-13,s150513
ParlaMint-NO_2015-06-04,s150604
ParlaMint-NO_2014-12-11,s141211
ParlaMint-NO_2014-12-09,s141209
ParlaMint-NO_2014-10-16,s141016
ParlaMint-NO_2014-12-16,s141216
ParlaMint-NO_2015-01-06,s150106
ParlaMint-NO_2015-06-17,s150617
ParlaMint-NO_2014-12-03,s141203
ParlaMint-NO_2015-04-29,s150429
ParlaMint-NO_2014-10-14,s141014
ParlaMint-NO_2014-10-02,s141002
ParlaMint-NO_2015-03-05,s150305
ParlaMint-NO_2015-03-25,s150325
ParlaMint-NO_2014-12-02,s141202
ParlaMint-NO_2014-12-18,s141218
ParlaMint-NO_2015-02-19,s150219
ParlaMint-NO_2014-10-22,s141022
ParlaMint-NO_2015-05-12,s150512
ParlaMint-NO_2014-10-08,s141008
ParlaMint-NO_2015-06-09,s150609
ParlaMint-NO_2015-01-29,s150129
ParlaMint-NO_2015-03-26,s150326
ParlaMint-NO_2015-09-30,s150930
ParlaMint-NO_2015-05-05,s150505
ParlaMint-NO_2015-06-08,s150608
ParlaMint-NO_2015-06-10,s150610
ParlaMint-NO_2015-02-11,s150211
ParlaMint-NO_2015-03-18,s150318
ParlaMint-NO_2014-11-25,s141125
ParlaMint-NO_2015-05-06,s150506
ParlaMint-NO_2015-06-03,s150603
ParlaMint-NO_2015-06-12,s150612
ParlaMint-NO_2015-05-20,s150520
ParlaMint-NO_2014-11-20,s141120
ParlaMint-NO_2015-06-15,s150615
ParlaMint-NO_2015-04-15,s150415
ParlaMint-NO_2014-11-13,s141113
ParlaMint-NO_2015-05-21,s150521
ParlaMint-NO_2015-06-02,s150602
ParlaMint-NO_2015-05-19,s150519
ParlaMint-NO_2015-05-07,s150507
ParlaMint-NO_2014-12-12,s141212
ParlaMint-NO_2015-01-27,s150127
ParlaMint-NO_2014-11-12,s141112
ParlaMint-NO_2015-01-14,s150114
ParlaMint-NO_2015-02-04,s150204
ParlaMint-NO_2014-11-19,s141119
ParlaMint-NO_2014-12-17,s141217
ParlaMint-NO_2014-10-15,s141015
ParlaMint-NO_2012-05-30,s120530
ParlaMint-NO_2011-12-19,s111219
ParlaMint-NO_2012-01-09,s120109
ParlaMint-NO_2012-01-19,s120119
ParlaMint-NO_2012-04-24,s120424
ParlaMint-NO_2012-04-11,s120411
ParlaMint-NO_2012-03-06,s120306
ParlaMint-NO_2011-11-24,s111124
ParlaMint-NO_2011-12-01,s111201
ParlaMint-NO_2011-11-22,s111122
ParlaMint-NO_2012-06-14,s120614
ParlaMint-NO_2012-03-28,s120328
ParlaMint-NO_2012-06-11,s120611
ParlaMint-NO_2012-02-29,s120229
ParlaMint-NO_2012-04-16,s120416
ParlaMint-NO_2012-05-31,s120531
ParlaMint-NO_2012-03-26,s120326
ParlaMint-NO_2011-10-01,s111001
ParlaMint-NO_2011-10-11,s111011
ParlaMint-NO_2012-04-25,s120425
ParlaMint-NO_2012-05-03,s120503
ParlaMint-NO_2011-11-10,s111110
ParlaMint-NO_2011-10-12,s111012
ParlaMint-NO_2012-01-10,s120110
ParlaMint-NO_2011-12-09,s111209
ParlaMint-NO_2012-02-07,s120207
ParlaMint-NO_2012-05-07,s120507
ParlaMint-NO_2012-05-08,s120508
ParlaMint-NO_2012-06-13,s120613
ParlaMint-NO_2012-01-12,s120112
ParlaMint-NO_2011-12-08,s111208
ParlaMint-NO_2012-02-09,s120209
ParlaMint-NO_2011-12-14,s111214
ParlaMint-NO_2012-05-22,s120522
ParlaMint-NO_2012-06-08,s120608
ParlaMint-NO_2012-02-16,s120216
ParlaMint-NO_2011-10-19,s111019
ParlaMint-NO_2012-08-28,s120828
ParlaMint-NO_2012-04-18,s120418
ParlaMint-NO_2012-01-18,s120118
ParlaMint-NO_2012-05-23,s120523
ParlaMint-NO_2012-05-09,s120509
ParlaMint-NO_2012-05-29,s120529
ParlaMint-NO_2012-03-19,s120319
ParlaMint-NO_2011-12-13,s111213
ParlaMint-NO_2012-03-22,s120322
ParlaMint-NO_2011-12-16,s111216
ParlaMint-NO_2011-11-15,s111115
ParlaMint-NO_2011-12-12,s111212
ParlaMint-NO_2012-06-12,s120612
ParlaMint-NO_2012-01-11,s120111
ParlaMint-NO_2011-11-09,s111109
ParlaMint-NO_2011-12-06,s111206
ParlaMint-NO_2011-12-07,s111207
ParlaMint-NO_2012-05-16,s120516
ParlaMint-NO_2012-01-31,s120131
ParlaMint-NO_2011-10-04,s111004
ParlaMint-NO_2012-03-20,s120320
ParlaMint-NO_2012-05-10,s120510
ParlaMint-NO_2012-02-01,s120201
ParlaMint-NO_2012-05-02,s120502
ParlaMint-NO_2011-11-18,s111118
ParlaMint-NO_2012-04-12,s120412
ParlaMint-NO_2012-03-08,s120308
ParlaMint-NO_2012-05-21,s120521
ParlaMint-NO_2012-03-29,s120329
ParlaMint-NO_2011-11-11,s111111
ParlaMint-NO_2011-10-27,s111027
ParlaMint-NO_2011-11-25,s111125
ParlaMint-NO_2011-10-06,s111006
ParlaMint-NO_2011-11-17,s111117
ParlaMint-NO_2012-03-07,s120307
ParlaMint-NO_2011-11-16,s111116
ParlaMint-NO_2012-05-15,s120515
ParlaMint-NO_2011-10-20,s111020
ParlaMint-NO_2011-12-20,s111220
ParlaMint-NO_2012-03-27,s120327
ParlaMint-NO_2012-02-14,s120214
ParlaMint-NO_2012-02-28,s120228
ParlaMint-NO_2012-06-05,s120605
ParlaMint-NO_2012-06-04,s120604
ParlaMint-NO_2011-10-03,s111003
ParlaMint-NO_2012-04-17,s120417
ParlaMint-NO_2012-04-26,s120426
ParlaMint-NO_2012-01-30,s120130
ParlaMint-NO_2011-11-23,s111123
ParlaMint-NO_2012-09-28,s120928
ParlaMint-NO_2012-05-24,s120524
ParlaMint-NO_2011-12-02,s111202
ParlaMint-NO_2011-11-29,s111129
ParlaMint-NO_2011-10-21,s111021
ParlaMint-NO_2012-06-15,s120615
ParlaMint-NO_2012-06-06,s120606
ParlaMint-NO_2012-03-01,s120301
ParlaMint-NO_2012-01-17,s120117
ParlaMint-NO_2011-12-15,s111215
ParlaMint-NO_2011-10-26,s111026
ParlaMint-NO_2012-02-08,s120208
ParlaMint-NO_2012-03-21,s120321
ParlaMint-NO_2011-11-28,s111128
ParlaMint-NO_2011-11-30,s111130
ParlaMint-NO_2012-02-15,s120215
ParlaMint-NO_2011-12-05,s111205
ParlaMint-NO_2012-05-14,s120514
ParlaMint-NO_2012-06-07,s120607
ParlaMint-NO_2015-11-17,s151117
ParlaMint-NO_2016-06-14,s160614
ParlaMint-NO_2015-10-06,s151006
ParlaMint-NO_2016-03-17,s160317
ParlaMint-NO_2016-03-30,s160330
ParlaMint-NO_2015-12-03,s151203
ParlaMint-NO_2015-11-10,s151110
ParlaMint-NO_2016-04-07,s160407
ParlaMint-NO_2016-02-10,s160210
ParlaMint-NO_2016-04-06,s160406
ParlaMint-NO_2016-04-26,s160426
ParlaMint-NO_2016-01-21,s160121
ParlaMint-NO_2016-03-15,s160315
ParlaMint-NO_2015-12-01,s151201
ParlaMint-NO_2016-04-28,s160428
ParlaMint-NO_2015-12-10,s151210
ParlaMint-NO_2015-12-07,s151207
ParlaMint-NO_2015-10-21,s151021
ParlaMint-NO_2016-03-29,s160329
ParlaMint-NO_2016-06-06,s160606
ParlaMint-NO_2016-05-23,s160523
ParlaMint-NO_2015-11-18,s151118
ParlaMint-NO_2015-12-12,s151212
ParlaMint-NO_2016-02-16,s160216
ParlaMint-NO_2016-06-13,s160613
ParlaMint-NO_2015-12-18,s151218
ParlaMint-NO_2016-05-11,s160511
ParlaMint-NO_2016-05-25,s160525
ParlaMint-NO_2016-01-13,s160113
ParlaMint-NO_2016-05-24,s160524
ParlaMint-NO_2015-10-14,s151014
ParlaMint-NO_2016-02-17,s160217
ParlaMint-NO_2016-06-17,s160617
ParlaMint-NO_2015-12-15,s151215
ParlaMint-NO_2015-11-26,s151126
ParlaMint-NO_2015-11-19,s151119
ParlaMint-NO_2016-05-12,s160512
ParlaMint-NO_2015-11-11,s151111
ParlaMint-NO_2015-10-01,s151001
ParlaMint-NO_2016-05-26,s160526
ParlaMint-NO_2016-06-07,s160607
ParlaMint-NO_2015-12-02,s151202
ParlaMint-NO_2015-10-07,s151007
ParlaMint-NO_2016-06-09,s160609
ParlaMint-NO_2016-02-04,s160204
ParlaMint-NO_2016-01-19,s160119
ParlaMint-NO_2016-06-16,s160616
ParlaMint-NO_2016-03-10,s160310
ParlaMint-NO_2016-04-14,s160414
ParlaMint-NO_2016-03-31,s160331
ParlaMint-NO_2015-10-20,s151020
ParlaMint-NO_2016-03-16,s160316
ParlaMint-NO_2015-11-03,s151103
ParlaMint-NO_2016-02-11,s160211
ParlaMint-NO_2015-12-04,s151204
ParlaMint-NO_2015-11-05,s151105
ParlaMint-NO_2016-02-03,s160203
ParlaMint-NO_2016-06-15,s160615
ParlaMint-NO_2015-11-12,s151112
ParlaMint-NO_2016-01-20,s160120
ParlaMint-NO_2016-05-19,s160519
ParlaMint-NO_2015-12-17,s151217
ParlaMint-NO_2016-09-30,s160930
ParlaMint-NO_2016-06-10,s160610
ParlaMint-NO_2016-02-09,s160209
ParlaMint-NO_2016-03-14,s160314
ParlaMint-NO_2016-05-18,s160518
ParlaMint-NO_2015-12-14,s151214
ParlaMint-NO_2016-05-30,s160530
ParlaMint-NO_2015-12-16,s151216
ParlaMint-NO_2015-10-02,s151002
ParlaMint-NO_2016-03-03,s160303
ParlaMint-NO_2016-06-02,s160602
ParlaMint-NO_2015-11-24,s151124
ParlaMint-NO_2016-06-01,s160601
ParlaMint-NO_2016-04-27,s160427
ParlaMint-NO_2015-12-08,s151208
ParlaMint-NO_2016-05-10,s160510
ParlaMint-NO_2016-04-05,s160405
ParlaMint-NO_2016-05-31,s160531
ParlaMint-NO_2016-03-01,s160301
ParlaMint-NO_2015-12-11,s151211
ParlaMint-NO_2016-06-08,s160608
ParlaMint-NO_2016-03-02,s160302
ParlaMint-NO_2016-04-12,s160412
ParlaMint-NO_2016-05-04,s160504
ParlaMint-NO_2016-06-03,s160603
ParlaMint-NO_2016-01-12,s160112
ParlaMint-NO_2015-10-05,s151005
ParlaMint-NO_2016-02-18,s160218
ParlaMint-NO_2015-11-16,s151116
ParlaMint-NO_2016-05-03,s160503
ParlaMint-NO_2016-03-11,s160311
ParlaMint-NO_2015-11-25,s151125
ParlaMint-NO_2015-11-04,s151104
ParlaMint-NO_2015-10-13,s151013
ParlaMint-NO_2016-04-13,s160413
ParlaMint-NO_2015-12-09,s151209
ParlaMint-NO_2021-04-08,refs-202021-04-08
ParlaMint-NO_2021-06-03,refs-202021-06-03
ParlaMint-NO_2020-10-01,refs-202021-10-01
ParlaMint-NO_2021-02-04,refs-202021-02-04
ParlaMint-NO_2020-12-09,refs-202021-12-09
ParlaMint-NO_2021-05-27,refs-202021-05-27
ParlaMint-NO_2021-05-18,refs-202021-05-18
ParlaMint-NO_2020-10-22,refs-202021-10-22
ParlaMint-NO_2020-12-03,refs-202021-12-03
ParlaMint-NO_2020-12-07,refs-202021-12-07
ParlaMint-NO_2021-06-17,refs-202021-06-17
ParlaMint-NO_2020-11-05,refs-202021-11-05
ParlaMint-NO_2021-02-09,refs-202021-02-09
ParlaMint-NO_2021-06-07,refs-202021-06-07
ParlaMint-NO_2021-02-24,refs-202021-02-24
ParlaMint-NO_2020-10-15,refs-202021-10-15
ParlaMint-NO_2021-01-19,refs-202021-01-19
ParlaMint-NO_2021-06-01,refs-202021-06-01
ParlaMint-NO_2020-10-07,refs-202021-10-07
ParlaMint-NO_2020-12-04,refs-202021-12-04
ParlaMint-NO_2020-10-23,refs-202021-10-23
ParlaMint-NO_2021-03-11,refs-202021-03-11
ParlaMint-NO_2020-12-08,refs-202021-12-08
ParlaMint-NO_2020-10-21,refs-202021-10-21
ParlaMint-NO_2020-11-19,refs-202021-11-19
ParlaMint-NO_2020-10-05,refs-202021-10-05
ParlaMint-NO_2020-10-06,refs-202021-10-06
ParlaMint-NO_2021-05-20,refs-202021-05-20
ParlaMint-NO_2021-02-02,refs-202021-02-02
ParlaMint-NO_2021-06-14,refs-202021-06-14
ParlaMint-NO_2021-04-27,refs-202021-04-27
ParlaMint-NO_2021-04-20,refs-202021-04-20
ParlaMint-NO_2021-06-16,refs-202021-06-16
ParlaMint-NO_2020-11-03,refs-202021-11-03
ParlaMint-NO_2020-11-11,refs-202021-11-11
ParlaMint-NO_2021-04-21,refs-202021-04-21
ParlaMint-NO_2021-02-17,refs-202021-02-17
ParlaMint-NO_2021-06-09,refs-202021-06-09
ParlaMint-NO_2021-05-26,refs-202021-05-26
ParlaMint-NO_2021-05-04,refs-202021-05-04
ParlaMint-NO_2021-06-04,refs-202021-06-04
ParlaMint-NO_2020-12-15,refs-202021-12-15
ParlaMint-NO_2021-04-19,refs-202021-04-19
ParlaMint-NO_2020-11-10,refs-202021-11-10
ParlaMint-NO_2020-11-18,refs-202021-11-18
ParlaMint-NO_2021-05-12,refs-202021-05-12
ParlaMint-NO_2021-04-22,refs-202021-04-22
ParlaMint-NO_2020-12-19,refs-202021-12-19
ParlaMint-NO_2021-06-15,refs-202021-06-15
ParlaMint-NO_2020-11-26,refs-202021-11-26
ParlaMint-NO_2021-02-25,refs-202021-02-25
ParlaMint-NO_2020-12-17,refs-202021-12-17
ParlaMint-NO_2021-05-25,refs-202021-05-25
ParlaMint-NO_2021-02-16,refs-202021-02-16
ParlaMint-NO_2021-05-31,refs-202021-05-31
ParlaMint-NO_2020-11-12,refs-202021-11-12
ParlaMint-NO_2021-03-22,refs-202021-03-22
ParlaMint-NO_2021-03-24,refs-202021-03-24
ParlaMint-NO_2020-12-01,refs-202021-12-01
ParlaMint-NO_2021-06-02,refs-202021-06-02
ParlaMint-NO_2021-05-10,refs-202021-05-10
ParlaMint-NO_2021-04-28,refs-202021-04-28
ParlaMint-NO_2020-12-14,refs-202021-12-14
ParlaMint-NO_2021-02-11,refs-202021-02-11
ParlaMint-NO_2021-06-18,refs-202021-06-18
ParlaMint-NO_2020-11-24,refs-202021-11-24
ParlaMint-NO_2021-04-14,refs-202021-04-14
ParlaMint-NO_2020-11-17,refs-202021-11-17
ParlaMint-NO_2021-04-07,refs-202021-04-07
ParlaMint-NO_2020-11-25,refs-202021-11-25
ParlaMint-NO_2021-02-10,refs-202021-02-10
ParlaMint-NO_2020-10-14,refs-202021-10-14
ParlaMint-NO_2021-04-26,refs-202021-04-26
ParlaMint-NO_2021-05-06,refs-202021-05-06
ParlaMint-NO_2021-06-11,refs-202021-06-11
ParlaMint-NO_2021-03-09,refs-202021-03-09
ParlaMint-NO_2020-12-11,refs-202021-12-11
ParlaMint-NO_2021-06-08,refs-202021-06-08
ParlaMint-NO_2020-11-04,refs-202021-11-04
ParlaMint-NO_2021-03-10,refs-202021-03-10
ParlaMint-NO_2021-03-23,refs-202021-03-23
ParlaMint-NO_2020-12-02,refs-202021-12-02
ParlaMint-NO_2021-03-08,refs-202021-03-08
ParlaMint-NO_2020-10-20,refs-202021-10-20
ParlaMint-NO_2021-05-03,refs-202021-05-03
ParlaMint-NO_2021-05-11,refs-202021-05-11
ParlaMint-NO_2020-12-10,refs-202021-12-10
ParlaMint-NO_2021-05-05,refs-202021-05-05
ParlaMint-NO_2021-02-23,refs-202021-02-23
ParlaMint-NO_2021-05-19,refs-202021-05-19
ParlaMint-NO_2021-05-28,refs-202021-05-28
ParlaMint-NO_2021-03-25,refs-202021-03-25
ParlaMint-NO_2021-05-21,refs-202021-05-21
ParlaMint-NO_2021-01-18,refs-202021-01-18
ParlaMint-NO_2021-04-13,refs-202021-04-13
ParlaMint-NO_2020-10-02,refs-202021-10-02
ParlaMint-NO_2021-01-21,refs-202021-01-21
ParlaMint-NO_2020-12-16,refs-202021-12-16
ParlaMint-NO_2020-12-18,refs-202021-12-18
ParlaMint-NO_2021-01-20,refs-202021-01-20
ParlaMint-NO_2021-02-03,refs-202021-02-03
ParlaMint-NO_2020-10-13,refs-202021-10-13
ParlaMint-NO_2021-02-18,refs-202021-02-18
ParlaMint-NO_2021-06-10,refs-202021-06-10
ParlaMint-NO_2020-10-09,refs-202021-10-09
ParlaMint-NO_2017-03-22,refs-201617-03-22
ParlaMint-NO_2017-01-10,refs-201617-01-10
ParlaMint-NO_2017-05-30,refs-201617-05-30
ParlaMint-NO_2016-12-15,refs-201617-12-15
ParlaMint-NO_2017-05-16,refs-201617-05-16
ParlaMint-NO_2016-12-08,refs-201617-12-08
ParlaMint-NO_2017-03-08,refs-201617-03-08
ParlaMint-NO_2017-01-31,refs-201617-01-31
ParlaMint-NO_2017-02-02,refs-201617-02-02
ParlaMint-NO_2017-06-14,refs-201617-06-14
ParlaMint-NO_2017-06-13,refs-201617-06-13
ParlaMint-NO_2016-11-10,refs-201617-11-10
ParlaMint-NO_2016-12-12,refs-201617-12-12
ParlaMint-NO_2016-11-29,refs-201617-11-29
ParlaMint-NO_2016-10-12,refs-201617-10-12
ParlaMint-NO_2017-06-15,refs-201617-06-15
ParlaMint-NO_2017-02-09,refs-201617-02-09
ParlaMint-NO_2017-03-23,refs-201617-03-23
ParlaMint-NO_2017-06-07,refs-201617-06-07
ParlaMint-NO_2017-01-18,refs-201617-01-18
ParlaMint-NO_2017-04-05,refs-201617-04-05
ParlaMint-NO_2016-11-08,refs-201617-11-08
ParlaMint-NO_2016-12-19,refs-201617-12-19
ParlaMint-NO_2017-05-23,refs-201617-05-23
ParlaMint-NO_2016-10-25,refs-201617-10-25
ParlaMint-NO_2017-01-11,refs-201617-01-11
ParlaMint-NO_2017-02-14,refs-201617-02-14
ParlaMint-NO_2017-05-04,refs-201617-05-04
ParlaMint-NO_2017-06-20,refs-201617-06-20
