id,source
ParlaMint-NO_2019-06-14,refs-201819-06-14
ParlaMint-NO_2018-11-13,refs-201819-11-13
ParlaMint-NO_2019-11-12,refs-201920-11-12
ParlaMint-NO_2020-05-05,refs-201920-05-05
ParlaMint-NO_2020-02-04,refs-201920-02-04
ParlaMint-NO_2020-03-04,refs-201920-03-04
ParlaMint-NO_2020-04-17,refs-201920-04-17
ParlaMint-NO_2020-03-16,refs-201920-03-16
ParlaMint-NO_2020-02-27,refs-201920-02-27
ParlaMint-NO_2020-06-18,refs-201920-06-18
ParlaMint-NO_2020-06-19,refs-201920-06-19
ParlaMint-NO_2019-10-22,refs-201920-10-22
ParlaMint-NO_2020-04-24,refs-201920-04-24
ParlaMint-NO_2020-03-24,refs-201920-03-24
ParlaMint-NO_2020-06-08,refs-201920-06-08
ParlaMint-NO_2020-04-14,refs-201920-04-14
ParlaMint-NO_2020-03-21,refs-201920-03-21
ParlaMint-NO_2019-11-13,refs-201920-11-13
ParlaMint-NO_2019-10-08,refs-201920-10-08
ParlaMint-NO_2019-10-01,refs-201920-10-01
ParlaMint-NO_2019-10-16,refs-201920-10-16
ParlaMint-NO_2019-12-18,refs-201920-12-18
ParlaMint-NO_2019-12-04,refs-201920-12-04
ParlaMint-NO_2020-02-06,refs-201920-02-06
ParlaMint-NO_2020-03-12,refs-201920-03-12
ParlaMint-NO_2020-05-12,refs-201920-05-12
ParlaMint-NO_2020-03-10,refs-201920-03-10
ParlaMint-NO_2020-04-28,refs-201920-04-28
ParlaMint-NO_2020-06-02,refs-201920-06-02
ParlaMint-NO_2019-12-09,refs-201920-12-09
ParlaMint-NO_2020-03-31,refs-201920-03-31
ParlaMint-NO_2019-10-03,refs-201920-10-03
ParlaMint-NO_2020-05-06,refs-201920-05-06
ParlaMint-NO_2020-05-14,refs-201920-05-14
ParlaMint-NO_2020-04-03,refs-201920-04-03
ParlaMint-NO_2020-02-13,refs-201920-02-13
ParlaMint-NO_2020-06-04,refs-201920-06-04
ParlaMint-NO_2019-12-05,refs-201920-12-05
ParlaMint-NO_2020-02-05,refs-201920-02-05
ParlaMint-NO_2020-01-28,refs-201920-01-28
ParlaMint-NO_2020-04-22,refs-201920-04-22
ParlaMint-NO_2020-04-07,refs-201920-04-07
ParlaMint-NO_2019-12-12,refs-201920-12-12
ParlaMint-NO_2020-04-29,refs-201920-04-29
ParlaMint-NO_2020-06-16,refs-201920-06-16
ParlaMint-NO_2020-05-28,refs-201920-05-28
ParlaMint-NO_2019-11-07,refs-201920-11-07
ParlaMint-NO_2020-06-17,refs-201920-06-17
ParlaMint-NO_2019-11-19,refs-201920-11-19
ParlaMint-NO_2020-05-07,refs-201920-05-07
ParlaMint-NO_2020-03-11,refs-201920-03-11
ParlaMint-NO_2020-04-30,refs-201920-04-30
ParlaMint-NO_2020-06-11,refs-201920-06-11
ParlaMint-NO_2019-12-03,refs-201920-12-03
ParlaMint-NO_2020-04-21,refs-201920-04-21
ParlaMint-NO_2019-12-13,refs-201920-12-13
ParlaMint-NO_2019-10-04,refs-201920-10-04
ParlaMint-NO_2020-03-20,refs-201920-03-20
ParlaMint-NO_2019-11-05,refs-201920-11-05
ParlaMint-NO_2019-12-06,refs-201920-12-06
ParlaMint-NO_2020-09-30,refs-201920-09-30
ParlaMint-NO_2019-10-07,refs-201920-10-07
ParlaMint-NO_2020-05-27,refs-201920-05-27
ParlaMint-NO_2019-11-14,refs-201920-11-14
ParlaMint-NO_2020-05-19,refs-201920-05-19
ParlaMint-NO_2019-12-17,refs-201920-12-17
ParlaMint-NO_2019-11-28,refs-201920-11-28
ParlaMint-NO_2019-10-09,refs-201920-10-09
ParlaMint-NO_2020-01-15,refs-201920-01-15
ParlaMint-NO_2020-01-29,refs-201920-01-29
ParlaMint-NO_2019-10-15,refs-201920-10-15
ParlaMint-NO_2019-12-10,refs-201920-12-10
ParlaMint-NO_2019-11-27,refs-201920-11-27
ParlaMint-NO_2020-06-09,refs-201920-06-09
ParlaMint-NO_2020-06-12,refs-201920-06-12
ParlaMint-NO_2019-12-16,refs-201920-12-16
ParlaMint-NO_2020-03-19,refs-201920-03-19
ParlaMint-NO_2019-12-19,refs-201920-12-19
ParlaMint-NO_2020-06-10,refs-201920-06-10
ParlaMint-NO_2020-01-14,refs-201920-01-14
ParlaMint-NO_2019-10-17,refs-201920-10-17
ParlaMint-NO_2020-05-13,refs-201920-05-13
ParlaMint-NO_2020-04-23,refs-201920-04-23
ParlaMint-NO_2020-02-26,refs-201920-02-26
ParlaMint-NO_2019-11-20,refs-201920-11-20
ParlaMint-NO_2020-05-26,refs-201920-05-26
ParlaMint-NO_2019-11-06,refs-201920-11-06
ParlaMint-NO_2019-11-21,refs-201920-11-21
ParlaMint-NO_2020-06-15,refs-201920-06-15
ParlaMint-NO_2020-05-20,refs-201920-05-20
ParlaMint-NO_2020-01-07,refs-201920-01-07
ParlaMint-NO_2020-02-11,refs-201920-02-11
ParlaMint-NO_2020-01-08,refs-201920-01-08
ParlaMint-NO_2020-01-30,refs-201920-01-30
ParlaMint-NO_2020-03-05,refs-201920-03-05
ParlaMint-NO_2020-03-03,refs-201920-03-03
ParlaMint-NO_2020-02-12,refs-201920-02-12
ParlaMint-NO_2020-02-25,refs-201920-02-25
ParlaMint-NO_2020-06-03,refs-201920-06-03
ParlaMint-NO_2019-10-02,refs-201920-10-02
ParlaMint-NO_2019-12-11,refs-201920-12-11
ParlaMint-NO_2019-10-23,refs-201920-10-23
ParlaMint-NO_2019-11-26,refs-201920-11-26
ParlaMint-NO_2019-10-24,refs-201920-10-24
ParlaMint-NO_2002-11-12,s021112
ParlaMint-NO_2002-10-02,s021002
ParlaMint-NO_2003-03-25,s030325
ParlaMint-NO_2003-02-12,s030212
ParlaMint-NO_2003-03-27-lower,o030327
ParlaMint-NO_2003-05-07,s030507
ParlaMint-NO_2003-05-08,s030508
ParlaMint-NO_2003-01-23,s030123
ParlaMint-NO_2002-10-23,s021023
ParlaMint-NO_2003-04-08,s030408
ParlaMint-NO_2002-12-03-lower-2,o021203k
ParlaMint-NO_2002-12-13,s021213
ParlaMint-NO_2003-03-03-lower,o030303
ParlaMint-NO_2003-06-19,s030619
ParlaMint-NO_2003-05-27,s030527
ParlaMint-NO_2003-04-01,s030401
ParlaMint-NO_2003-02-26,s030226
ParlaMint-NO_2003-04-29-upper,l030429
ParlaMint-NO_2003-03-26,s030326
ParlaMint-NO_2002-12-09-lower-2,o021209k
ParlaMint-NO_2003-06-06,s030606
ParlaMint-NO_2002-11-26,s021126
ParlaMint-NO_2003-04-29-lower,o030429
ParlaMint-NO_2003-05-27-upper,l030527
ParlaMint-NO_2003-09-30-lower,o030930
ParlaMint-NO_2003-05-27-lower,o030527
ParlaMint-NO_2003-06-13,s030613
ParlaMint-NO_2003-05-15,s030515
ParlaMint-NO_2003-02-11-2,s030211k
ParlaMint-NO_2002-12-06,s021206
ParlaMint-NO_2002-12-05-upper,l021205
ParlaMint-NO_2002-12-11,s021211
ParlaMint-NO_2002-11-14,s021114
ParlaMint-NO_2002-12-17-2,s021217k
ParlaMint-NO_2003-02-20-2,s030220k
ParlaMint-NO_2002-10-03,s021003
ParlaMint-NO_2003-06-16-lower-2,o030616k
ParlaMint-NO_2003-05-13,s030513
ParlaMint-NO_2003-03-21,s030321
ParlaMint-NO_2003-01-28-upper,l030128
ParlaMint-NO_2003-03-18-lower,o030318
ParlaMint-NO_2002-10-24-lower,o021024
ParlaMint-NO_2003-05-28,s030528
ParlaMint-NO_2003-06-18-2,s030618k
ParlaMint-NO_2002-12-12-2,s021212k
ParlaMint-NO_2002-12-05,s021205
ParlaMint-NO_2003-05-14,s030514
ParlaMint-NO_2003-05-22,s030522
ParlaMint-NO_2003-06-05-upper,l030605
ParlaMint-NO_2002-12-17,s021217
ParlaMint-NO_2002-11-28,s021128
ParlaMint-NO_2002-11-12-lower,o021112
ParlaMint-NO_2002-10-25,s021025
ParlaMint-NO_2002-10-24,s021024
ParlaMint-NO_2002-10-01-upper,l021001
ParlaMint-NO_2003-03-25-lower,o030325
ParlaMint-NO_2003-01-27-lower,o030127
ParlaMint-NO_2002-12-02-2,s021202k
ParlaMint-NO_2002-10-16,s021016
ParlaMint-NO_2003-01-09,s030109
ParlaMint-NO_2003-06-11,s030611
ParlaMint-NO_2003-05-08-lower,o030508
ParlaMint-NO_2002-10-09-2,s021009k
ParlaMint-NO_2003-06-05,s030605
ParlaMint-NO_2003-02-27-upper,l030227
ParlaMint-NO_2002-10-17-lower,o021017
ParlaMint-NO_2003-02-18-lower,o030218
ParlaMint-NO_2003-04-01-upper,l030401
ParlaMint-NO_2003-03-28,s030328
ParlaMint-NO_2003-06-20,s030620
ParlaMint-NO_2006-05-03,s060503
ParlaMint-NO_2003-01-14,s030114
ParlaMint-NO_2002-11-05,s021105
ParlaMint-NO_2003-04-29,s030429
ParlaMint-NO_2002-12-12-upper,l021212
ParlaMint-NO_2003-03-05,s030305
ParlaMint-NO_2002-10-17,s021017
ParlaMint-NO_2003-05-20,s030520
ParlaMint-NO_2002-10-10-2,s021010k
ParlaMint-NO_2003-01-13-lower,o030113
ParlaMint-NO_2003-03-18,s030318
ParlaMint-NO_2003-06-12,s030612
ParlaMint-NO_2003-06-03,s030603
ParlaMint-NO_2003-02-05,s030205
ParlaMint-NO_2003-04-10-2,s030410k
ParlaMint-NO_2003-06-12-upper,l030612
ParlaMint-NO_2003-02-06,s030206
ParlaMint-NO_2003-02-11,s030211
ParlaMint-NO_2003-04-09,s030409
ParlaMint-NO_2003-06-19-2,s030619k
ParlaMint-NO_2002-12-04,s021204
ParlaMint-NO_2002-12-16-lower,o021216
ParlaMint-NO_2003-04-08-lower,o030408
ParlaMint-NO_2002-12-19,s021219
ParlaMint-NO_2003-04-03,s030403
ParlaMint-NO_2003-05-06,s030506
ParlaMint-NO_2003-02-06-lower,o030206
ParlaMint-NO_2003-01-22,s030122
ParlaMint-NO_2002-10-10,s021010
ParlaMint-NO_2003-02-06-lower-2,o030206k
ParlaMint-NO_2003-06-17,s030617
ParlaMint-NO_2003-04-10,s030410
ParlaMint-NO_2003-01-23-lower,o030123
ParlaMint-NO_2002-11-20,s021120
ParlaMint-NO_2002-10-01,s021001
ParlaMint-NO_2002-12-09-2,s021209k
ParlaMint-NO_2002-10-15,s021015
ParlaMint-NO_2003-01-28,s030128
ParlaMint-NO_2003-06-05-lower,o030605
ParlaMint-NO_2003-03-27,s030327
ParlaMint-NO_2003-06-12-lower,o030612
ParlaMint-NO_2002-12-02,s021202
ParlaMint-NO_2002-12-03-lower,o021203
ParlaMint-NO_2003-03-04,s030304
ParlaMint-NO_2002-12-18,s021218
ParlaMint-NO_2003-09-30,s030930
ParlaMint-NO_2003-02-27-lower,o030227
ParlaMint-NO_2002-12-09,s021209
ParlaMint-NO_2002-11-07,s021107
ParlaMint-NO_2002-11-06,s021106
ParlaMint-NO_2003-06-10-lower-2,o030610k
ParlaMint-NO_2003-06-03-lower-2,o030603k
ParlaMint-NO_2003-02-18,s030218
ParlaMint-NO_2002-12-03,s021203
ParlaMint-NO_2003-02-19,s030219
ParlaMint-NO_2002-12-12,s021212
ParlaMint-NO_2003-01-15,s030115
ParlaMint-NO_2003-02-11-lower-2,o030211k
ParlaMint-NO_2003-02-20-lower,o030220
ParlaMint-NO_2003-02-27,s030227
ParlaMint-NO_2003-02-25-2,s030225k
ParlaMint-NO_2003-06-16,s030616
ParlaMint-NO_2002-11-26-lower,o021126
ParlaMint-NO_2002-10-01-lower,o021001
ParlaMint-NO_2002-12-12-lower,o021212
ParlaMint-NO_2003-03-25-2,s030325k
ParlaMint-NO_2002-11-14-upper,l021114
ParlaMint-NO_2003-03-03,s030303
ParlaMint-NO_2003-06-05-lower-2,o030605k
ParlaMint-NO_2003-04-30,s030430
ParlaMint-NO_2002-11-19-lower,o021119
ParlaMint-NO_2003-04-02,s030402
ParlaMint-NO_2003-02-25,s030225
ParlaMint-NO_2002-11-21,s021121
ParlaMint-NO_2003-05-27-lower-2,o030527k
ParlaMint-NO_2003-06-19-upper,l030619
ParlaMint-NO_2003-02-13,s030213
ParlaMint-NO_2002-12-16,s021216
ParlaMint-NO_2003-06-10,s030610
ParlaMint-NO_2002-12-13-lower,o021213
ParlaMint-NO_2003-03-19,s030319
ParlaMint-NO_2002-10-22,s021022
ParlaMint-NO_2002-11-28-lower,o021128
ParlaMint-NO_2002-11-13,s021113
ParlaMint-NO_2003-06-04-lower,o030604
ParlaMint-NO_2003-01-08,s030108
ParlaMint-NO_2003-01-29,s030129
ParlaMint-NO_2003-02-20,s030220
ParlaMint-NO_2003-05-22-lower,o030522
ParlaMint-NO_2003-06-12-lower-2,o030612k
ParlaMint-NO_2003-06-16-2,s030616k
ParlaMint-NO_2003-05-21,s030521
ParlaMint-NO_2003-06-11-lower,o030611
ParlaMint-NO_2003-01-13,s030113
ParlaMint-NO_2003-03-20,s030320
ParlaMint-NO_2003-01-27,s030127
ParlaMint-NO_2003-06-04,s030604
ParlaMint-NO_2003-06-17-upper,l030617
ParlaMint-NO_2003-04-11,s030411
ParlaMint-NO_2003-03-27-2,s030327k
ParlaMint-NO_2002-12-10,s021210
ParlaMint-NO_2003-02-13-lower,o030213
ParlaMint-NO_2003-05-15-lower,o030515
ParlaMint-NO_2002-11-07-lower,o021107
ParlaMint-NO_2003-05-26,s030526
ParlaMint-NO_2003-06-04-lower-2,o030604k
ParlaMint-NO_2003-06-10-lower,o030610
ParlaMint-NO_2003-02-07,s030207
ParlaMint-NO_2002-12-19-upper,l021219
ParlaMint-NO_2003-06-18,s030618
ParlaMint-NO_2003-05-28-lower,o030528
ParlaMint-NO_2002-11-19,s021119
ParlaMint-NO_2002-10-09,s021009
ParlaMint-NO_2003-04-01-lower,o030401
ParlaMint-NO_2012-12-05,s121205
ParlaMint-NO_2013-05-15,s130515
ParlaMint-NO_2012-12-12,s121212
ParlaMint-NO_2013-04-11,s130411
ParlaMint-NO_2012-10-16,s121016
ParlaMint-NO_2013-02-13,s130213
ParlaMint-NO_2013-05-27,s130527
ParlaMint-NO_2013-04-24,s130424
ParlaMint-NO_2013-03-05,s130305
ParlaMint-NO_2013-06-11,s130611
ParlaMint-NO_2012-12-17,s121217
ParlaMint-NO_2013-01-10,s130110
ParlaMint-NO_2012-11-27,s121127
ParlaMint-NO_2013-05-23,s130523
ParlaMint-NO_2012-10-01,s121001
ParlaMint-NO_2012-11-15,s121115
ParlaMint-NO_2013-02-20,s130220
ParlaMint-NO_2012-10-17,s121017
ParlaMint-NO_2013-06-07,s130607
ParlaMint-NO_2013-01-23,s130123
ParlaMint-NO_2013-02-06,s130206
ParlaMint-NO_2013-02-12,s130212
ParlaMint-NO_2013-02-14,s130214
ParlaMint-NO_2013-06-06,s130606
ParlaMint-NO_2013-02-05,s130205
ParlaMint-NO_2012-12-19,s121219
ParlaMint-NO_2013-06-20,s130620
ParlaMint-NO_2013-04-30,s130430
ParlaMint-NO_2013-02-21,s130221
ParlaMint-NO_2012-12-07,s121207
ParlaMint-NO_2012-10-25,s121025
ParlaMint-NO_2013-04-02,s130402
ParlaMint-NO_2012-11-30,s121130
ParlaMint-NO_2013-03-20,s130320
ParlaMint-NO_2012-10-09,s121009
ParlaMint-NO_2013-03-07,s130307
ParlaMint-NO_2013-06-19,s130619
ParlaMint-NO_2012-12-06,s121206
ParlaMint-NO_2013-06-21,s130621
ParlaMint-NO_2012-10-02,s121002
ParlaMint-NO_2012-12-13,s121213
ParlaMint-NO_2013-05-08,s130508
ParlaMint-NO_2012-10-05,s121005
ParlaMint-NO_2013-02-19,s130219
ParlaMint-NO_2013-05-22,s130522
ParlaMint-NO_2012-11-14,s121114
ParlaMint-NO_2013-06-03,s130603
ParlaMint-NO_2012-12-11,s121211
ParlaMint-NO_2013-05-21,s130521
ParlaMint-NO_2013-04-23,s130423
ParlaMint-NO_2013-03-19,s130319
ParlaMint-NO_2013-06-13,s130613
ParlaMint-NO_2013-04-04,s130404
ParlaMint-NO_2013-06-04,s130604
ParlaMint-NO_2013-01-22,s130122
ParlaMint-NO_2012-11-28,s121128
ParlaMint-NO_2013-04-17,s130417
ParlaMint-NO_2013-01-24,s130124
ParlaMint-NO_2012-11-08,s121108
ParlaMint-NO_2013-05-14,s130514
ParlaMint-NO_2013-03-18,s130318
ParlaMint-NO_2013-05-28,s130528
ParlaMint-NO_2013-01-09,s130109
ParlaMint-NO_2013-05-16,s130516
ParlaMint-NO_2013-04-29,s130429
ParlaMint-NO_2012-11-07,s121107
ParlaMint-NO_2013-01-15,s130115
ParlaMint-NO_2013-01-17,s130117
ParlaMint-NO_2012-12-10,s121210
ParlaMint-NO_2012-11-22,s121122
ParlaMint-NO_2013-04-10,s130410
ParlaMint-NO_2013-01-16,s130116
ParlaMint-NO_2012-12-18,s121218
ParlaMint-NO_2013-01-08,s130108
ParlaMint-NO_2012-10-08,s121008
ParlaMint-NO_2013-06-10,s130610
ParlaMint-NO_2013-03-21,s130321
ParlaMint-NO_2013-03-13,s130313
ParlaMint-NO_2013-06-12,s130612
ParlaMint-NO_2013-03-06,s130306
ParlaMint-NO_2013-04-16,s130416
ParlaMint-NO_2012-11-23,s121123
ParlaMint-NO_2013-04-03,s130403
ParlaMint-NO_2013-06-18,s130618
ParlaMint-NO_2012-11-29,s121129
ParlaMint-NO_2013-03-14,s130314
ParlaMint-NO_2012-10-10,s121010
ParlaMint-NO_2013-06-05,s130605
ParlaMint-NO_2012-11-21,s121121
ParlaMint-NO_2013-06-17,s130617
ParlaMint-NO_2013-06-14,s130614
ParlaMint-NO_2013-05-30,s130530
ParlaMint-NO_2012-12-14,s121214
ParlaMint-NO_2012-10-11,s121011
ParlaMint-NO_2013-05-29,s130529
ParlaMint-NO_2013-05-07,s130507
ParlaMint-NO_2012-11-13,s121113
ParlaMint-NO_2012-11-20,s121120
ParlaMint-NO_2012-10-24,s121024
ParlaMint-NO_2013-04-09,s130409
ParlaMint-NO_2013-03-22,s130322
ParlaMint-NO_2012-12-04,s121204
ParlaMint-NO_2013-02-07,s130207
ParlaMint-NO_2012-10-04,s121004
ParlaMint-NO_2005-06-08,s050608
ParlaMint-NO_2004-11-09,s041109
ParlaMint-NO_2005-06-17-lower,o050617
ParlaMint-NO_2005-02-17-upper,l050217
ParlaMint-NO_2005-04-19-lower,o050419
ParlaMint-NO_2005-04-20,s050420
ParlaMint-NO_2004-11-09-lower,o041109
ParlaMint-NO_2005-02-02,s050202
ParlaMint-NO_2005-05-26-upper,l050526
ParlaMint-NO_2005-01-13,s050113
ParlaMint-NO_2004-10-01-upper,l041001
ParlaMint-NO_2004-11-30,s041130
ParlaMint-NO_2005-06-06,s050606
ParlaMint-NO_2005-04-12-lower,o050412
ParlaMint-NO_2004-11-17,s041117
ParlaMint-NO_2005-06-13,s050613
ParlaMint-NO_2005-02-10-lower,o050210
ParlaMint-NO_2004-12-14-upper,l041214
ParlaMint-NO_2005-05-09,s050509
ParlaMint-NO_2005-06-03,s050603
ParlaMint-NO_2005-04-12-upper,l050412
ParlaMint-NO_2005-06-06-lower,o050606
ParlaMint-NO_2005-03-18-lower,o050318
ParlaMint-NO_2004-10-19,s041019
ParlaMint-NO_2005-06-14-2,s050614k
ParlaMint-NO_2005-04-04-lower,o050404
ParlaMint-NO_2005-06-10,s050610
ParlaMint-NO_2005-06-14-lower,o050614
ParlaMint-NO_2005-06-02,s050602
ParlaMint-NO_2004-12-14,s041214
ParlaMint-NO_2004-12-06,s041206
ParlaMint-NO_2004-12-02-2,s041202k
ParlaMint-NO_2004-12-07-lower,o041207
ParlaMint-NO_2005-02-28-lower,o050228
ParlaMint-NO_2004-10-21,s041021
ParlaMint-NO_2004-11-26-upper,l041126
ParlaMint-NO_2005-06-10-lower,o050610
ParlaMint-NO_2005-02-28,s050228
ParlaMint-NO_2005-05-10,s050510
ParlaMint-NO_2004-12-07,s041207
ParlaMint-NO_2005-04-19-lower-2,o050419k
ParlaMint-NO_2004-11-11,s041111
ParlaMint-NO_2005-01-19,s050119
ParlaMint-NO_2004-10-04-2,s041004k
ParlaMint-NO_2005-02-17,s050217
ParlaMint-NO_2004-11-26-lower,o041126
ParlaMint-NO_2004-12-08,s041208
ParlaMint-NO_2005-04-05,s050405
ParlaMint-NO_2005-06-08-2,s050608k
ParlaMint-NO_2005-05-31-2,s050531k
ParlaMint-NO_2004-11-25,s041125
ParlaMint-NO_2005-04-12,s050412
ParlaMint-NO_2005-06-08-upper,l050608
ParlaMint-NO_2005-01-11-lower,o050111
ParlaMint-NO_2005-03-17,s050317
ParlaMint-NO_2004-12-15,s041215
ParlaMint-NO_2004-12-07-2,s041207k
ParlaMint-NO_2004-10-13,s041013
ParlaMint-NO_2004-10-02,s041002
ParlaMint-NO_2004-12-13,s041213
ParlaMint-NO_2005-03-04,s050304
ParlaMint-NO_2005-04-06,s050406
ParlaMint-NO_2005-04-18,s050418
ParlaMint-NO_2005-01-18,s050118
ParlaMint-NO_2004-11-16,s041116
ParlaMint-NO_2005-06-01-lower,o050601
ParlaMint-NO_2005-02-18,s050218
ParlaMint-NO_2005-06-15,s050615
ParlaMint-NO_2004-12-14-lower,o041214
ParlaMint-NO_2004-12-02-upper,l041202
ParlaMint-NO_2005-04-11-lower,o050411
ParlaMint-NO_2004-12-02,s041202
ParlaMint-NO_2005-04-25,s050425
ParlaMint-NO_2005-02-01,s050201
ParlaMint-NO_2005-02-10,s050210
ParlaMint-NO_2005-02-16,s050216
ParlaMint-NO_2004-10-04,s041004
ParlaMint-NO_2004-11-30-lower,o041130
ParlaMint-NO_2005-05-19-lower,o050519
ParlaMint-NO_2005-04-04,s050404
ParlaMint-NO_2005-05-24,s050524
ParlaMint-NO_2005-04-19,s050419
ParlaMint-NO_2004-10-13-lower,o041013
ParlaMint-NO_2005-06-01,s050601
ParlaMint-NO_2004-10-01-lower,o041001
ParlaMint-NO_2005-05-24-lower,o050524
ParlaMint-NO_2005-05-26-lower,o050526
ParlaMint-NO_2004-12-06-lower,o041206
ParlaMint-NO_2005-06-04-lower,o050604
ParlaMint-NO_2005-06-13-2,s050613k
ParlaMint-NO_2004-11-10,s041110
ParlaMint-NO_2005-05-31,s050531
ParlaMint-NO_2005-05-12,s050512
ParlaMint-NO_2004-12-13-2,s041213k
ParlaMint-NO_2004-11-25-2,s041125k
ParlaMint-NO_2004-12-10-lower,o041210
ParlaMint-NO_2005-06-02-lower,o050602
ParlaMint-NO_2005-03-04-lower,o050304
ParlaMint-NO_2005-06-17-upper,l050617
ParlaMint-NO_2005-04-26,s050426
ParlaMint-NO_2004-11-18-lower,o041118
ParlaMint-NO_2004-11-18-lower-2,o041118k
ParlaMint-NO_2005-03-02,s050302
ParlaMint-NO_2005-03-17-lower,o050317
ParlaMint-NO_2004-12-10,s041210
ParlaMint-NO_2004-11-24,s041124
ParlaMint-NO_2005-05-18,s050518
ParlaMint-NO_2005-05-24-lower-2,o050524k
ParlaMint-NO_2005-03-15-lower,o050315
ParlaMint-NO_2004-11-26,s041126
ParlaMint-NO_2005-02-01-lower,o050201
ParlaMint-NO_2004-12-16,s041216
ParlaMint-NO_2005-03-14,s050314
ParlaMint-NO_2004-10-20,s041020
ParlaMint-NO_2005-06-06-lower-2,o050606k
ParlaMint-NO_2005-06-16,s050616
ParlaMint-NO_2005-03-17-2,s050317k
ParlaMint-NO_2005-05-11,s050511
ParlaMint-NO_2004-12-17,s041217
ParlaMint-NO_2005-06-02-lower-2,o050602k
ParlaMint-NO_2005-05-25,s050525
ParlaMint-NO_2005-03-01,s050301
ParlaMint-NO_2005-06-13-lower,o050613
ParlaMint-NO_2004-12-01,s041201
ParlaMint-NO_2004-11-23,s041123
ParlaMint-NO_2005-06-14,s050614
ParlaMint-NO_2004-10-01,s041001
ParlaMint-NO_2005-06-09-lower-2,o050609k
ParlaMint-NO_2005-04-13,s050413
ParlaMint-NO_2004-12-17-upper,l041217
ParlaMint-NO_2005-04-27,s050427
ParlaMint-NO_2004-12-08-lower,o041208
ParlaMint-NO_2004-10-27,s041027
ParlaMint-NO_2004-10-28-upper,l041028
ParlaMint-NO_2005-03-15,s050315
ParlaMint-NO_2005-05-31-lower,o050531
ParlaMint-NO_2005-02-15,s050215
ParlaMint-NO_2004-12-09-2,s041209k
ParlaMint-NO_2005-01-12,s050112
ParlaMint-NO_2004-12-13-lower,o041213
ParlaMint-NO_2005-04-25-lower,o050425
ParlaMint-NO_2005-04-11,s050411
ParlaMint-NO_2004-10-26,s041026
ParlaMint-NO_2005-06-04,s050604
ParlaMint-NO_2005-02-18-lower,o050218
ParlaMint-NO_2004-10-21-lower,o041021
ParlaMint-NO_2005-05-30,s050530
ParlaMint-NO_2005-03-15-2,s050315k
ParlaMint-NO_2005-01-11,s050111
ParlaMint-NO_2005-05-27,s050527
ParlaMint-NO_2005-06-09,s050609
ParlaMint-NO_2004-12-03,s041203
ParlaMint-NO_2005-03-01-lower,o050301
ParlaMint-NO_2004-12-14-2,s041214k
ParlaMint-NO_2005-01-20,s050120
ParlaMint-NO_2005-03-16,s050316
ParlaMint-NO_2005-05-19,s050519
ParlaMint-NO_2004-11-23-lower,o041123
ParlaMint-NO_2005-03-03,s050303
ParlaMint-NO_2005-03-17-upper,l050317
ParlaMint-NO_2005-03-18,s050318
ParlaMint-NO_2004-12-09,s041209
ParlaMint-NO_2005-05-26,s050526
ParlaMint-NO_2005-06-14-upper,l050614
ParlaMint-NO_2005-02-03,s050203
ParlaMint-NO_2005-06-17,s050617
ParlaMint-NO_2005-02-09,s050209
ParlaMint-NO_2005-05-12-lower,o050512
ParlaMint-NO_2005-04-14,s050414
ParlaMint-NO_2005-01-10,s050110
ParlaMint-NO_2004-10-06,s041006
ParlaMint-NO_2005-06-16-2,s050616k
ParlaMint-NO_2005-04-26-upper,l050426
ParlaMint-NO_2005-06-09-lower,o050609
ParlaMint-NO_2004-11-30-2,s041130k
ParlaMint-NO_2004-10-28-lower,o041028
ParlaMint-NO_2004-11-18,s041118
ParlaMint-NO_2005-04-11-lower-2,o050411k
ParlaMint-NO_2004-10-28,s041028
ParlaMint-NO_2003-11-25-lower,o031125
ParlaMint-NO_2004-05-05,s040505
ParlaMint-NO_2003-10-09,s031009
ParlaMint-NO_2004-03-25,s040325
ParlaMint-NO_2004-05-18-lower,o040518
ParlaMint-NO_2004-05-28,s040528
ParlaMint-NO_2003-11-25-lower-2,o031125k
ParlaMint-NO_2003-11-06,s031106
ParlaMint-NO_2004-05-14,s040514
ParlaMint-NO_2003-10-01-lower,o031001
ParlaMint-NO_2004-06-10-lower-2,o040610k
ParlaMint-NO_2004-05-06,s040506
ParlaMint-NO_2003-11-26-2,s031126k
ParlaMint-NO_2004-03-02,s040302
ParlaMint-NO_2003-12-11-2,s031211k
ParlaMint-NO_2004-01-28,s040128
ParlaMint-NO_2004-05-27,s040527
ParlaMint-NO_2004-02-24,s040224
ParlaMint-NO_2004-03-09,s040309
ParlaMint-NO_2004-02-12,s040212
ParlaMint-NO_2003-12-02-lower,o031202
ParlaMint-NO_2003-12-09,s031209
ParlaMint-NO_2004-12-02-2,s041202k
ParlaMint-NO_2004-06-17-2,s040617k
ParlaMint-NO_2004-03-30-lower,o040330
ParlaMint-NO_2004-03-25-lower,o040325
ParlaMint-NO_2004-06-07-2,s040607k
ParlaMint-NO_2004-05-25-upper,l040525
ParlaMint-NO_2003-11-28-lower,o031128
ParlaMint-NO_2004-03-30,s040330
ParlaMint-NO_2004-03-23,s040323
ParlaMint-NO_2004-03-23-lower,o040323
ParlaMint-NO_2004-05-26,s040526
ParlaMint-NO_2004-01-08,s040108
ParlaMint-NO_2003-12-12,s031212
ParlaMint-NO_2003-10-16-lower,o031016
ParlaMint-NO_2003-11-13,s031113
